pl_hostname,ra,dec,Planet Name,st_dist,pl_orbper,pl_bmassj,st_teff,pl_discmethod,st_optmag,tr_midp_jd,pl_trandur
Kepler-407,286.036347,49.614506,kepler407b,,0.66931,,5476.0,Transit,12.521,2458203.245,
Kepler-407,286.036347,49.614506,kepler407b,,0.66931,,5476.0,Transit,12.521,2458201.238,
Kepler-407,286.036347,49.614506,kepler407b,,0.66931,,5476.0,Transit,12.521,2458201.907,
K2-30,52.341961,22.299404,k230b,,4.098503,0.579,5425.0,Transit,13.53,2458203.191,0.0967
Kepler-407,286.036347,49.614506,kepler407b,,0.66931,,5476.0,Transit,12.521,2458203.245,
Kepler-6,296.837254,48.239964,kepler6b,,3.2346996,0.668,5647.0,Transit,13.303,2458202.125,
Kepler-407,286.036347,49.614506,kepler407b,,0.66931,,5476.0,Transit,12.521,2458201.238,
Kepler-407,286.036347,49.614506,kepler407b,,0.66931,,5476.0,Transit,12.521,2458201.907,
Kepler-406,291.848044,44.968224,kepler406b,,2.42629,0.02,5538.0,Transit,12.52,2458201.307,
Kepler-403,289.921461,46.74456,kepler403d,,13.61159129,,6090.0,Transit,12.805,2458203.119,0.31283
K2-28,335.62439,-7.955366,k228b,,2.260455,,3214.0,Transit,16.061,2458203.157,
K2-26,94.206581,24.596411,k226b,,14.5665,,3785.0,Transit,14.53,2458202.683,0.1970833
K2-22,169.482819,2.61907,k222b,,0.381078,1.4,3830.0,Transit,15.597,2458201.674,0.0333333
K2-22,169.482819,2.61907,k222b,,0.381078,1.4,3830.0,Transit,15.597,2458202.818,0.0333333
K2-22,169.482819,2.61907,k222b,,0.381078,1.4,3830.0,Transit,15.597,2458201.674,0.0333333
K2-22,169.482819,2.61907,k222b,,0.381078,1.4,3830.0,Transit,15.597,2458202.818,0.0333333
K2-133,70.148567,25.010006,k2133c,,4.8682,,3655.0,Transit,14.288,2458203.485,0.0675
K2-131,182.751556,-9.765218,k2131b,,0.3693038,0.02045,5200.0,Transit,12.115,2458202.628,
K2-121,126.936722,17.579397,k2121b,,5.185754,,4471.38,Transit,13.319,2458201.455,
K2-111,59.889755,21.298685,k2111b,,5.35117,0.02706,5730.0,Transit,11.137,2458202.418,0.1408333
Kepler-403,289.921461,46.74456,kepler403b,,7.031462,,6090.0,Transit,12.805,2458201.924,0.2437
K2-34,127.578773,22.235909,k234b,,2.995607,1.76,6132.0,Transit,11.548,2458201.796,0.1038333
Kepler-402,288.370225,43.35461,kepler402c,,6.124821,,6090.0,Transit,13.268,2458201.841,0.1445
Kepler-407,286.036347,49.614506,kepler407b,,0.66931,,5476.0,Transit,12.521,2458203.245,
Kepler-408,284.786175,48.423233,kepler408b,,2.46502,,6104.0,Transit,8.769,2458202.251,
Kepler-56,293.758347,41.871869,kepler56b,,10.5016,0.07,4840.0,Transit,12.44,2458202.247,
Kepler-157,291.097225,38.875609,kepler157b,,1.732342,,5774.0,Transit,14.002,2458201.813,0.0911
Kepler-57,293.641285,44.65704,kepler57b,,5.7293196,18.86,5145.0,Transit,14.809,2458202.895,0.0466
K2-45,169.632874,-1.77413,k245b,,1.7292684,,4103.0,Transit,15.78,2458201.587,0.070375
K2-5,169.303497,-1.877976,k25b,,5.73594,,3930.0,Transit,14.91,2458202.693,0.1105833
K2-60,338.606171,-13.731702,k260b,,3.00265,0.426,5500.0,Transit,12.789,2458201.183,0.1283333
Kepler-60,288.961242,42.265011,kepler60b,,7.1334,0.01318,5905.0,Transit,13.959,2458202.829,
K2-72,334.621979,-9.612382,k272d,,7.760178,,3360.47,Transit,15.309,2458203.09,
K2-43,169.117142,-3.97544,k243b,,3.471341,,3889.72,Transit,15.596,2458201.812,
K2-75,338.844849,-7.469853,k275c,,18.311,,5995.0,Transit,12.701,2458201.241,0.2675
K2-77,55.228428,12.572612,k277b,,8.199796,1.9,4970.0,Transit,12.158,2458202.378,0.1
K2-83,59.901562,15.558886,k283b,,2.74697,,3910.0,Transit,14.514,2458201.562,0.0693333
K2-85,59.464394,18.465254,k285b,,0.684533,,4268.0,Transit,12.831,2458202.378,0.0325833
Kepler-144,281.915678,42.775513,kepler144c,,10.104665,,6075.0,Transit,11.992,2458202.046,0.0949
Kepler-144,281.915678,42.775513,kepler144b,,5.885273,,6075.0,Transit,11.992,2458203.129,0.078
Kepler-100,291.385979,41.990273,kepler100b,,6.88705,0.023,5825.0,Transit,11.197,2458203.091,
Kepler-100,291.385979,41.990273,kepler100d,,35.3331,,5825.0,Transit,11.197,2458202.292,
K2-86,51.552799,18.635616,k286b,,8.77683,,5482.0,Transit,13.167,2458202.228,0.1145833
K2-89,57.066715,20.459639,k289b,,1.096026,,3691.0,Transit,14.162,2458202.586,0.0372917
Kepler-142,295.118899,48.481281,kepler142c,,4.761702,,5790.0,Transit,13.203,2458203.199,0.1376
K2-89,57.066715,20.459639,k289b,,1.096026,,3691.0,Transit,14.162,2458201.49,0.0372917
K2-89,57.066715,20.459639,k289b,,1.096026,,3691.0,Transit,14.162,2458202.586,0.0372917
K2-89,57.066715,20.459639,k289b,,1.096026,,3691.0,Transit,14.162,2458201.49,0.0372917
Kepler-65,288.6887,41.151173,kepler65b,,2.15491,,6211.0,Transit,11.018,2458203.174,0.1282
Kepler-402,288.370225,43.35461,kepler402b,,4.028751,,6090.0,Transit,13.268,2458201.856,0.1244
Kepler-393,290.995257,45.192215,kepler393c,,14.613612,,6189.0,Transit,13.223,2458203.021,0.225
K2-104,129.636749,19.773829,k2104b,,1.974238,,3546.46,Transit,15.149,2458202.495,
Kepler-304,294.441763,40.557587,kepler304c,,5.315946,,4731.0,Transit,14.84,2458202.84,0.0464
Kepler-78,293.74169,44.44833,kepler78b,,0.355,0.006,5058.0,Transit,11.551,2458202.091,
Kepler-78,293.74169,44.44833,kepler78b,,0.355,0.006,5058.0,Transit,11.551,2458203.156,
Kepler-78,293.74169,44.44833,kepler78b,,0.355,0.006,5058.0,Transit,11.551,2458202.801,
Kepler-78,293.74169,44.44833,kepler78b,,0.355,0.006,5058.0,Transit,11.551,2458202.091,
Kepler-78,293.74169,44.44833,kepler78b,,0.355,0.006,5058.0,Transit,11.551,2458203.156,
Kepler-78,293.74169,44.44833,kepler78b,,0.355,0.006,5058.0,Transit,11.551,2458202.801,
Kepler-78,293.74169,44.44833,kepler78b,,0.355,0.006,5058.0,Transit,11.551,2458202.091,
Kepler-78,293.74169,44.44833,kepler78b,,0.355,0.006,5058.0,Transit,11.551,2458203.156,
Kepler-78,293.74169,44.44833,kepler78b,,0.355,0.006,5058.0,Transit,11.551,2458202.801,
K2-91,63.218063,24.205112,k291b,,1.419549,,3622.0,Transit,15.572,2458202.491,0.039375
Kepler-292,295.766145,42.424288,kepler292b,,2.580827,,5299.0,Transit,15.956,2458202.207,0.0872
Kepler-156,290.296515,37.74949,kepler156b,,4.973456,,5094.0,Transit,14.172,2458201.818,0.0658
Kepler-286,290.676145,48.294289,kepler286b,,1.796302,,5580.0,Transit,15.587,2458203.267,0.0822
Kepler-285,291.390905,48.065609,kepler285b,,2.633867,,5411.0,Transit,15.173,2458201.951,0.0859
Kepler-280,291.39051,42.180588,kepler280c,,4.807091,,5744.0,Transit,14.466,2458202.815,0.0375
Kepler-273,291.302209,47.697758,kepler273b,,2.936532,,5626.0,Transit,14.968,2458201.837,0.071
Kepler-135,290.495129,38.795481,kepler135c,,11.448708,,6090.0,Transit,12.73,2458202.923,0.2103
Kepler-272,299.127524,47.59383,kepler272b,,2.971353,,5297.0,Transit,14.678,2458203.19,0.1103
Kepler-271,283.00298,44.284233,kepler271b,,5.217738,,5524.0,Transit,13.404,2458202.817,0.1411
Kepler-26,284.940997,46.56654,kepler26b,,12.28,0.01611,3914.0,Transit,15.473,2458202.73,
Kepler-263,292.469762,37.567794,kepler263c,,47.332773,,5265.0,Transit,15.391,2458203.038,0.1279
Kepler-257,297.315994,46.023269,kepler257b,,2.382667,,5180.0,Transit,15.471,2458201.202,0.0755
Kepler-304,294.441763,40.557587,kepler304d,,9.653471,,4731.0,Transit,14.84,2458201.769,0.1245
Kepler-304,294.441763,40.557587,kepler304e,,1.49914695,,4731.0,Transit,14.84,2458201.228,0.060087
Kepler-306,288.538671,40.61614,kepler306b,,4.646186,,4954.0,Transit,15.565,2458202.965,0.0965
Kepler-309,297.509851,46.961281,kepler309b,,5.923653,,4713.0,Transit,15.157,2458201.997,0.1161
Kepler-390,291.628777,41.208603,kepler390c,,13.060022,,5166.0,Transit,13.942,2458203.157,0.111
Kepler-380,282.394616,48.75914,kepler380b,,3.930821,,6045.0,Transit,13.652,2458203.265,0.1234
Kepler-372,291.256195,49.258953,kepler372d,,30.092568,,6509.0,Transit,14.881,2458201.936,0.3125
Kepler-370,292.171121,40.916306,kepler370b,,4.57953,,5852.0,Transit,15.198,2458201.245,0.1367
Kepler-363,283.192081,41.305393,kepler363b,,3.614568,,5593.0,Transit,13.353,2458202.735,0.1417
Kepler-360,286.284731,44.781555,kepler360b,,3.289672,,6053.0,Transit,14.866,2458201.793,0.0963
Kepler-357,291.243104,44.00872,kepler357b,,6.475434,,5036.0,Transit,15.565,2458201.821,0.1105
Kepler-342,292.678083,46.726715,kepler342e,,1.64422461,,6175.0,Transit,13.147,2458202.229,0.115925
Kepler-342,292.678083,46.726715,kepler342c,,26.234138,,6175.0,Transit,13.147,2458201.798,0.1015
Kepler-33,289.077548,46.005222,kepler33d,,21.77596,,5904.0,Transit,13.988,2458201.924,0.3338
Kepler-33,289.077548,46.005222,kepler33b,,5.66793,,5904.0,Transit,13.988,2458201.286,0.2033
Kepler-256,292.580445,46.097389,kepler256b,,1.620493,,5551.0,Transit,15.065,2458201.192,0.0934
Kepler-339,293.351712,48.444641,kepler339b,,4.977656,,5631.0,Transit,14.531,2458203.148,0.1064
Kepler-336,290.237643,41.33137,kepler336b,,2.024823,,5867.0,Transit,13.598,2458203.048,0.1151
Kepler-334,287.140668,47.115196,kepler334b,,5.470319,,5828.0,Transit,12.776,2458202.924,0.1267
Kepler-76,294.192118,39.619003,kepler76b,,1.5449298,2.01,6409.0,Orbital Brightness Modulation,13.308,2458203.176,
Kepler-15,296.200595,49.140125,kepler15b,,4.942782,0.66,5515.0,Transit,13.758,2458201.908,0.1458
Kepler-326,294.325546,46.002254,kepler326b,,2.248329,,5105.0,Transit,13.693,2458201.77,0.0863
Kepler-323,291.38224,38.127473,kepler323b,,1.678327,,5987.0,Transit,12.722,2458203.189,0.0983
Kepler-322,281.348824,44.295242,kepler322b,,1.653888,,5388.0,Transit,13.53,2458201.851,0.0697
Kepler-137,282.135534,43.039101,kepler137b,,8.436387,,5187.0,Transit,12.99,2458201.841,0.134
Kepler-320,293.213548,46.175125,kepler320b,,8.371554,,6435.0,Transit,13.474,2458202.097,0.1683
Kepler-318,298.482828,46.793617,kepler318b,,4.662715,,5746.0,Transit,13.297,2458203.006,0.1144
Kepler-312,298.395772,42.459756,kepler312b,,1.772419,,6115.0,Transit,12.949,2458203.297,0.1022
Kepler-337,290.06049,47.163956,kepler337b,,3.292781,,5684.0,Transit,12.727,2458202.813,0.1986
Kepler-164,287.780828,47.629913,kepler164b,,5.03503,,5888.0,Transit,14.282,2458203.179,0.0687
